eventID,higherGeographyID,locationID,verbatimLocality,locality,eventYear,eventDate,minimumDepthinMeters,maximumDepthinMeters,samplingProtocol,samplingEffort,sampleSizeValue,decimalLongitude,decimalLatitude,geodeticDatum,Country,countryCode
113,BR:SISBIOTA-MAR:costa_corais_taocas_2012_Video7,BrazilianCoast,costa_corais,taocas,taocas,2012,2012-03-12,1,7,photoquadrats,5,0.0625,-35.180628,-8.9985,decimal degrees,Brazil,BR
114,BR:SISBIOTA-MAR:costa_corais_taocas_2012_Video8,BrazilianCoast,costa_corais,taocas,taocas,2012,2012-03-12,1,7,photoquadrats,5,0.0625,-35.180628,-8.9985,decimal degrees,Brazil,BR
115,BR:SISBIOTA-MAR:espirito_santo_escalvada_2014_Video1,BrazilianCoast,espirito_santo,escalvada,escalvada,2014,2014-02-22,4.11111111111111,10.5555555555556,photoquadrats,5,0.0625,-40.407589,-20.699631,decimal degrees,Brazil,BR
116,BR:SISBIOTA-MAR:espirito_santo_escalvada_2014_Video2,BrazilianCoast,espirito_santo,escalvada,escalvada,2014,2014-02-22,3.625,10,photoquadrats,5,0.0625,-40.407589,-20.699631,decimal degrees,Brazil,BR
117,BR:SISBIOTA-MAR:espirito_santo_escalvada_2014_Video3,BrazilianCoast,espirito_santo,escalvada,escalvada,2014,2014-02-22,4,10.4285714285714,photoquadrats,5,0.0625,-40.407589,-20.699631,decimal degrees,Brazil,BR
118,BR:SISBIOTA-MAR:espirito_santo_escalvada_2014_Video4,BrazilianCoast,espirito_santo,escalvada,escalvada,2014,2014-02-21,6.25,13,photoquadrats,5,0.0625,-40.407589,-20.699631,decimal degrees,Brazil,BR
119,BR:SISBIOTA-MAR:espirito_santo_escalvada_2014_Video5,BrazilianCoast,espirito_santo,escalvada,escalvada,2014,2014-02-21,8,15,photoquadrats,5,0.0625,-40.407589,-20.699631,decimal degrees,Brazil,BR
120,BR:SISBIOTA-MAR:espirito_santo_escalvada_2014_Video6,BrazilianCoast,espirito_santo,escalvada,escalvada,2014,2014-02-21,8,15,photoquadrats,5,0.0625,-40.407589,-20.699631,decimal degrees,Brazil,BR
121,BR:SISBIOTA-MAR:espirito_santo_ilhas_rasas_2014_Video1,BrazilianCoast,espirito_santo,ilhas_rasas,ilhas_rasas,2014,2014-02-22,4.5,11,photoquadrats,5,0.0625,-40.366164,-20.676614,decimal degrees,Brazil,BR
122,BR:SISBIOTA-MAR:espirito_santo_ilhas_rasas_2014_Video2,BrazilianCoast,espirito_santo,ilhas_rasas,ilhas_rasas,2014,2014-02-22,5.2,11.8,photoquadrats,5,0.0625,-40.366164,-20.676614,decimal degrees,Brazil,BR
123,BR:SISBIOTA-MAR:espirito_santo_ilhas_rasas_2014_Video3,BrazilianCoast,espirito_santo,ilhas_rasas,ilhas_rasas,2014,2014-02-22,5.2,11.8,photoquadrats,5,0.0625,-40.366164,-20.676614,decimal degrees,Brazil,BR
124,BR:SISBIOTA-MAR:espirito_santo_ilhas_rasas_2014_Video4,BrazilianCoast,espirito_santo,ilhas_rasas,ilhas_rasas,2014,2014-02-22,3.8,10.2,photoquadrats,5,0.0625,-40.366164,-20.676614,decimal degrees,Brazil,BR
125,BR:SISBIOTA-MAR:espirito_santo_ilhas_rasas_2014_Video5,BrazilianCoast,espirito_santo,ilhas_rasas,ilhas_rasas,2014,2014-02-22,3.8,10.2,photoquadrats,5,0.0625,-40.366164,-20.676614,decimal degrees,Brazil,BR
126,BR:SISBIOTA-MAR:espirito_santo_ilhas_rasas_2014_Video6,BrazilianCoast,espirito_santo,ilhas_rasas,ilhas_rasas,2014,2014-02-22,4.5,11,photoquadrats,5,0.0625,-40.366164,-20.676614,decimal degrees,Brazil,BR
127,BR:SISBIOTA-MAR:espirito_santo_tres_ilhas_2014_Video1,BrazilianCoast,espirito_santo,tres_ilhas,tres_ilhas,2014,2014-02-23,8,15,photoquadrats,5,0.0625,-40.378777,-20.612348,decimal degrees,Brazil,BR
128,BR:SISBIOTA-MAR:espirito_santo_tres_ilhas_2014_Video2,BrazilianCoast,espirito_santo,tres_ilhas,tres_ilhas,2014,2014-02-23,8,15,photoquadrats,5,0.0625,-40.378777,-20.612348,decimal degrees,Brazil,BR
129,BR:SISBIOTA-MAR:espirito_santo_tres_ilhas_2014_Video3,BrazilianCoast,espirito_santo,tres_ilhas,tres_ilhas,2014,2014-02-23,8,15,photoquadrats,5,0.0625,-40.378777,-20.612348,decimal degrees,Brazil,BR
130,BR:SISBIOTA-MAR:espirito_santo_tres_ilhas_2014_Video4,BrazilianCoast,espirito_santo,tres_ilhas,tres_ilhas,2014,2014-02-23,1,7,photoquadrats,5,0.0625,-40.378777,-20.612348,decimal degrees,Brazil,BR
131,BR:SISBIOTA-MAR:espirito_santo_tres_ilhas_2014_Video5,BrazilianCoast,espirito_santo,tres_ilhas,tres_ilhas,2014,2014-02-23,1,7,photoquadrats,5,0.0625,-40.378777,-20.612348,decimal degrees,Brazil,BR
132,BR:SISBIOTA-MAR:espirito_santo_tres_ilhas_2014_Video6,BrazilianCoast,espirito_santo,tres_ilhas,tres_ilhas,2014,2014-02-23,1,7,photoquadrats,5,0.0625,-40.378777,-20.612348,decimal degrees,Brazil,BR
133,BR:SISBIOTA-MAR:ilhabela_ilha_das_cabras_2010_Video1,BrazilianCoast,ilhabela,ilha_das_cabras,ilha_das_cabras,2010,2010-03-03,5,11.5714285714286,photoquadrats,5,0.0625,-45.393889,-23.830333,decimal degrees,Brazil,BR
134,BR:SISBIOTA-MAR:ilhabela_ilha_das_cabras_2010_Video2,BrazilianCoast,ilhabela,ilha_das_cabras,ilha_das_cabras,2010,2010-03-03,5,11.5714285714286,photoquadrats,5,0.0625,-45.393889,-23.830333,decimal degrees,Brazil,BR
135,BR:SISBIOTA-MAR:ilhabela_ilha_das_cabras_2010_Video3,BrazilianCoast,ilhabela,ilha_das_cabras,ilha_das_cabras,2010,2010-03-03,5,11.5714285714286,photoquadrats,5,0.0625,-45.393889,-23.830333,decimal degrees,Brazil,BR
136,BR:SISBIOTA-MAR:ilhabela_ilha_das_cabras_2010_Video4,BrazilianCoast,ilhabela,ilha_das_cabras,ilha_das_cabras,2010,2010-03-04,3.8,10.2,photoquadrats,5,0.0625,-45.393889,-23.830333,decimal degrees,Brazil,BR
137,BR:SISBIOTA-MAR:ilhabela_ilha_das_cabras_2010_Video5,BrazilianCoast,ilhabela,ilha_das_cabras,ilha_das_cabras,2010,2010-03-04,1,7,photoquadrats,5,0.0625,-45.393889,-23.830333,decimal degrees,Brazil,BR
138,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video1,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,4.5,11,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
139,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video2,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,4.5,11,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
140,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video3,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,5.66666666666667,12.3333333333333,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
141,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video4,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,3.33333333333333,9.66666666666667,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
142,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video5,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,5.66666666666667,12.3333333333333,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
143,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video6,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,8,15,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
144,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video7,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,4.5,11,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
145,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video8,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,8,15,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
146,BR:SISBIOTA-MAR:ilhabela_saco_do_diogo_2010_Video9,BrazilianCoast,ilhabela,saco_do_diogo,saco_do_diogo,2010,2010-03-01,8,15,photoquadrats,5,0.0625,-45.283621,-23.935384,decimal degrees,Brazil,BR
147,BR:SISBIOTA-MAR:ilhabela_saco_do_sombrio_2010_Video1,BrazilianCoast,ilhabela,saco_do_sombrio,saco_do_sombrio,2010,2010-02-28,4.5,11,photoquadrats,5,0.0625,-45.243995,-23.893302,decimal degrees,Brazil,BR
148,BR:SISBIOTA-MAR:ilhabela_saco_do_sombrio_2010_Video2,BrazilianCoast,ilhabela,saco_do_sombrio,saco_do_sombrio,2010,2010-02-28,4.5,11,photoquadrats,5,0.0625,-45.243995,-23.893302,decimal degrees,Brazil,BR
149,BR:SISBIOTA-MAR:ilhabela_saco_do_sombrio_2010_Video3,BrazilianCoast,ilhabela,saco_do_sombrio,saco_do_sombrio,2010,2010-02-28,4.5,11,photoquadrats,5,0.0625,-45.243995,-23.893302,decimal degrees,Brazil,BR
150,BR:SISBIOTA-MAR:ilhabela_saco_do_sombrio_2010_Video4,BrazilianCoast,ilhabela,saco_do_sombrio,saco_do_sombrio,2010,2010-02-28,4.5,11,photoquadrats,5,0.0625,-45.243995,-23.893302,decimal degrees,Brazil,BR
151,BR:SISBIOTA-MAR:ilhabela_saco_do_sombrio_2010_Video5,BrazilianCoast,ilhabela,saco_do_sombrio,saco_do_sombrio,2010,2010-02-28,3.33333333333333,9.66666666666667,photoquadrats,5,0.0625,-45.243995,-23.893302,decimal degrees,Brazil,BR
152,BR:SISBIOTA-MAR:ilhabela_saco_do_sombrio_2010_Video6,BrazilianCoast,ilhabela,saco_do_sombrio,saco_do_sombrio,2010,2010-02-28,1,7,photoquadrats,5,0.0625,-45.243995,-23.893302,decimal degrees,Brazil,BR
153,BR:SISBIOTA-MAR:ilhabela_saco_do_sombrio_2010_Video7,BrazilianCoast,ilhabela,saco_do_sombrio,saco_do_sombrio,2010,2010-02-28,8,15,photoquadrats,5,0.0625,-45.243995,-23.893302,decimal degrees,Brazil,BR
154,BR:SISBIOTA-MAR:ilhabela_saco_do_sombrio_2010_Video8,BrazilianCoast,ilhabela,saco_do_sombrio,saco_do_sombrio,2010,2010-02-28,8,15,photoquadrats,5,0.0625,-45.243995,-23.893302,decimal degrees,Brazil,BR
155,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem1,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
156,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem10,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
157,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem11,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
158,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem12,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,8,15,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
159,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_FIlmagem12,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,1,7,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
160,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem13,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
161,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem14,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
162,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem15,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,8,15,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
163,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_FIlmagem15,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,1,7,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
164,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem2,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
165,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem3,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
166,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem4,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
167,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem5,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
168,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem6,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
169,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem7,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,8,15,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
170,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_FIlmagem7,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,1,7,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
171,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem8,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
172,BR:SISBIOTA-MAR:ilhasc_norte_deserta_norte_2011_Filmagem9,BrazilianCoast,ilhasc_norte,deserta_norte,deserta_norte,2011,2011-04-06,4.5,11,photoquadrats,5,0.0625,-48.331675,-27.264465,decimal degrees,Brazil,BR
173,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem1,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
174,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem10,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
175,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem11,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,8,15,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
176,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem12,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,8,15,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
177,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem13,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,8,15,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
178,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem14,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,8,15,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
179,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem2,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
180,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem3,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
181,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem4,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
182,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem5,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
183,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem6,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
184,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem7,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
185,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem8,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
186,BR:SISBIOTA-MAR:ilhasc_norte_saco_dagua_2011_Filmagem9,BrazilianCoast,ilhasc_norte,arvoredo_saco_dagua,saco_dagua,2011,2011-04-05,4.5,11,photoquadrats,5,0.0625,-48.367183,-27.274033,decimal degrees,Brazil,BR
187,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_Filmagem1,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,4.5,11,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
188,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_Filmagem2,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,4.5,11,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
189,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_Filmagem3,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,8,15,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
190,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_FIlmagem3,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,1,7,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
191,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_Filmagem4,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,4.5,11,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
192,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_Filmagem5,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,4.5,11,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
193,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_Filmagem6,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,4.5,11,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
194,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_Filmagem7,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,1,7,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
195,BR:SISBIOTA-MAR:ilhasc_sul_xavier_ponta_sul_2011_FIlmagem8,BrazilianCoast,ilhasc_sul,xavier_ponta_sul,xavier_ponta_sul,2011,2011-04-08,1,7,photoquadrats,5,0.0625,-48.387576,-27.603507,decimal degrees,Brazil,BR
196,BR:SISBIOTA-MAR:manuel_luis_ana_cristina_2013_Video1,BrazilianCoast,manuel_luis,ana_cristina,ana_cristina,2013,2013-04-17,5.375,12,photoquadrats,5,0.0625,-44.264283,-0.869867,decimal degrees,Brazil,BR
197,BR:SISBIOTA-MAR:manuel_luis_ana_cristina_2013_Video2,BrazilianCoast,manuel_luis,ana_cristina,ana_cristina,2013,2013-04-17,6,12.7142857142857,photoquadrats,5,0.0625,-44.264283,-0.869867,decimal degrees,Brazil,BR
198,BR:SISBIOTA-MAR:manuel_luis_ana_cristina_2013_VIdeo2,BrazilianCoast,manuel_luis,ana_cristina,ana_cristina,2013,2013-04-18,1,7,photoquadrats,5,0.0625,-44.264283,-0.869867,decimal degrees,Brazil,BR
199,BR:SISBIOTA-MAR:manuel_luis_ana_cristina_2013_Video3,BrazilianCoast,manuel_luis,ana_cristina,ana_cristina,2013,2013-04-17,5.66666666666667,12.3333333333333,photoquadrats,5,0.0625,-44.264283,-0.869867,decimal degrees,Brazil,BR
200,BR:SISBIOTA-MAR:manuel_luis_ana_cristina_2013_Video4,BrazilianCoast,manuel_luis,ana_cristina,ana_cristina,2013,2013-04-17,8,15,photoquadrats,5,0.0625,-44.264283,-0.869867,decimal degrees,Brazil,BR
201,BR:SISBIOTA-MAR:manuel_luis_ana_cristina_2013_Video5,BrazilianCoast,manuel_luis,ana_cristina,ana_cristina,2013,2013-04-17,8,15,photoquadrats,5,0.0625,-44.264283,-0.869867,decimal degrees,Brazil,BR
202,BR:SISBIOTA-MAR:noronha_cagarras_2011_Video1,BrazilianIslands,noronha,cagarras_noronha,cagarras,2011,2011-10-08,5.66666666666667,12.3333333333333,photoquadrats,5,0.0625,-32.390165,-3.814548,decimal degrees,Brazil,BR
203,BR:SISBIOTA-MAR:noronha_cagarras_2011_Video2,BrazilianIslands,noronha,cagarras_noronha,cagarras,2011,2011-10-08,5.66666666666667,12.3333333333333,photoquadrats,5,0.0625,-32.390165,-3.814548,decimal degrees,Brazil,BR
204,BR:SISBIOTA-MAR:noronha_cagarras_2011_Video3,BrazilianIslands,noronha,cagarras_noronha,cagarras,2011,2011-10-08,3.8,10.2,photoquadrats,5,0.0625,-32.390165,-3.814548,decimal degrees,Brazil,BR
205,BR:SISBIOTA-MAR:noronha_cagarras_2011_Video4,BrazilianIslands,noronha,cagarras_noronha,cagarras,2011,2011-10-07,6.25,13,photoquadrats,5,0.0625,-32.390165,-3.814548,decimal degrees,Brazil,BR
206,BR:SISBIOTA-MAR:noronha_cagarras_2011_Video5,BrazilianIslands,noronha,cagarras_noronha,cagarras,2011,2011-10-08,4.5,11,photoquadrats,5,0.0625,-32.390165,-3.814548,decimal degrees,Brazil,BR
207,BR:SISBIOTA-MAR:noronha_cagarras_2011_Video6,BrazilianIslands,noronha,cagarras_noronha,cagarras,2011,2011-10-10,1,7,photoquadrats,5,0.0625,-32.390165,-3.814548,decimal degrees,Brazil,BR
208,BR:SISBIOTA-MAR:noronha_cagarras_2011_Video7,BrazilianIslands,noronha,cagarras_noronha,cagarras,2011,2011-10-10,1,7,photoquadrats,5,0.0625,-32.390165,-3.814548,decimal degrees,Brazil,BR
209,BR:SISBIOTA-MAR:noronha_conceicao_2011_Filmagem1,BrazilianIslands,noronha,conceicao,conceicao,2011,NA,4.5,11,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
210,BR:SISBIOTA-MAR:noronha_conceicao_2011_Filmagem2,BrazilianIslands,noronha,conceicao,conceicao,2011,NA,1,7,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
211,BR:SISBIOTA-MAR:noronha_conceicao_2011_FIlmagem2,BrazilianIslands,noronha,conceicao,conceicao,2011,NA,8,15,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
212,BR:SISBIOTA-MAR:noronha_conceicao_2011_Filmagem3,BrazilianIslands,noronha,conceicao,conceicao,2011,NA,8,15,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
213,BR:SISBIOTA-MAR:noronha_conceicao_2011_Filmagem4,BrazilianIslands,noronha,conceicao,conceicao,2011,NA,1,7,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
214,BR:SISBIOTA-MAR:noronha_conceicao_2011_Video1,BrazilianIslands,noronha,conceicao,conceicao,2011,2011-10-03,4.5,11,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
215,BR:SISBIOTA-MAR:noronha_conceicao_2011_Video2,BrazilianIslands,noronha,conceicao,conceicao,2011,2011-10-04,4,10.4285714285714,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
216,BR:SISBIOTA-MAR:noronha_conceicao_2011_Video3,BrazilianIslands,noronha,conceicao,conceicao,2011,2011-10-04,5.66666666666667,12.3333333333333,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
217,BR:SISBIOTA-MAR:noronha_conceicao_2011_Video4,BrazilianIslands,noronha,conceicao,conceicao,2011,2011-10-04,4.5,11,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
218,BR:SISBIOTA-MAR:noronha_conceicao_2011_VIdeo4,BrazilianIslands,noronha,conceicao,conceicao,2011,2011-10-04,8,15,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
219,BR:SISBIOTA-MAR:noronha_conceicao_2011_Video5,BrazilianIslands,noronha,conceicao,conceicao,2011,2011-10-04,4.5,11,photoquadrats,5,0.0625,-32.414963,-3.83904,decimal degrees,Brazil,BR
